symbol,year,month,change,mspr
DISH,2020,6,1710028,91.09189
DISH,2020,5,1176188,100.0
DISH,2020,4,731,54.188286
DISH,2020,3,-16500,-0.03602764
DISH,2020,2,-10000,-100.0
DISH,2019,12,23095210,99.9974
DISH,2019,11,-1787,-100.0
DISH,2019,9,14756907,100.0
DISH,2019,8,800005,100.0
DISH,2019,5,670000,100.0
DISH,2019,4,743,55.572178
DISH,2019,2,40000,100.0
DISH,2019,1,85000,100.0
DISH,2018,12,144600,99.44979
DISH,2018,11,40000,100.0
DISH,2018,10,65000,100.0
DISH,2018,9,10000,100.0
DISH,2018,7,-27315,-11.31923
DISH,2018,6,20000,100.0
DISH,2018,5,100000,100.0
DISH,2018,4,-1190,-100.0
DISH,2018,3,739,5.5393147
DISH,2018,2,0,0.0
DISH,2018,1,-228,-100.0
DISH,2017,12,-573,-100.0
DISH,2017,11,-1785,-62.741653
DISH,2017,10,-325,-100.0
DISH,2017,8,99215,65.79899
DISH,2017,7,-100,-100.0
DISH,2017,6,-1000,-100.0
DISH,2017,5,0,0.0
DISH,2017,3,0,0.0
DISH,2017,1,-92,-0.076607935
DISH,2016,12,0,0.0
DISH,2016,11,-1920,-66.666664
DISH,2016,10,-89,-100.0
DISH,2016,9,30000,33.333332
DISH,2016,8,0,0.0
DISH,2016,7,-94,-100.0
DISH,2016,5,0,0.0
DISH,2016,1,-116,-100.0
DISH,2015,12,-2000,-0.04095499
DISH,2015,11,494999,75.57225
DISH,2015,10,-130,-100.0
DISH,2015,9,-3647,-47.691906
DISH,2015,8,0,0.0
DISH,2015,7,-200,-100.0
DISH,2015,6,0,0.0
DISH,2015,4,-80,-100.0
DISH,2015,3,30,0.020543724
DISH,2015,2,59774,9.395089
DISH,2015,1,-84,-0.0839295
DISH,2014,12,-610,-0.5990376
DISH,2014,11,23922,2.0480323
DISH,2014,10,0,0.0
DISH,2014,9,0,0.0
DISH,2014,8,0,0.0
DISH,2014,7,0,0.0
DISH,2014,6,0,0.0
DISH,2014,5,15399,1.2766169
DISH,2014,4,0,0.0
DISH,2014,3,0,0.0
DISH,2014,2,0,0.0
DISH,2014,1,0,0.0
DISH,2013,12,-1440,-0.40751642
DISH,2013,11,0,0.0
DISH,2013,10,-180,-2.200489
DISH,2013,9,0,0.0
DISH,2013,8,-21491,-1.2720594
DISH,2013,7,-210,-0.14511381
DISH,2013,6,4000,0.7662835
DISH,2013,5,63250,16.439247
DISH,2013,4,-180,-0.022551304
DISH,2013,3,0,0.0
DISH,2013,2,0,0.0
DISH,2013,1,-210,-2.5578563
DISH,2012,12,0,0.0
DISH,2012,11,0,0.0
DISH,2012,10,0,0.0
DISH,2012,9,0,0.0
DISH,2012,8,-869,-0.19381444
DISH,2012,7,0,0.0
DISH,2012,5,15000,2.7279968
DISH,2012,4,1380000,78.5877
DISH,2012,3,0,0.0
DISH,2012,2,0,0.0
DISH,2012,1,0,0.0
DISH,2011,12,-900,-33.333332
DISH,2011,11,315000,75.539566
DISH,2011,8,5000,100.0
DISH,2011,6,5000,7.183908
DISH,2011,5,-4127,-0.47245464
DISH,2011,2,-407035,-100.0
DISH,2011,1,-990674,-97.53858
DISH,2010,12,-248223,-98.3946
DISH,2010,11,-604492,-88.9626
DISH,2010,10,-442572,-100.0
DISH,2010,9,-57728,-53.58681
DISH,2010,8,-50000,-33.333332
DISH,2010,7,-300,-100.0
DISH,2010,6,-403601,-100.0
DISH,2010,5,-82500,-17.098446
DISH,2010,4,-275,-100.0
DISH,2010,1,-275,-100.0
EA,2022,11,-3444,-50.145603
EA,2022,10,-11275,-100.0
EA,2022,9,-4300,-100.0
EA,2022,8,-49092,-23.539227
EA,2022,7,-14575,-23.530457
EA,2022,6,-5900,-100.0
EA,2022,5,108803,32.505386
EA,2022,4,-14900,-100.0
EA,2022,3,-14900,-100.0
EA,2022,2,-19735,-90.96566
EA,2022,1,-20715,-100.0
EA,2021,12,-20715,-100.0
EA,2021,11,86201,20.147245
EA,2021,10,-10715,-100.0
EA,2021,8,-9365,-28.761402
EA,2021,7,-7145,-17.36457
EA,2021,6,-5900,-100.0
EA,2021,5,149154,32.818027
EA,2021,4,-8890,-100.0
EA,2021,3,-11390,-23.061348
EA,2021,2,-98302,-98.817825
EA,2021,1,-10890,-100.0
EA,2020,12,-5975,-100.0
EA,2020,11,13727,3.0087564
EA,2020,10,-7975,-1.5699592
EA,2020,9,-16524,-3.199077
EA,2020,8,-76968,-67.88499
EA,2020,7,-21079,-67.52411
EA,2020,6,-14648,-23.177948
EA,2020,5,-2317697,-61.263245
EA,2020,4,-5200,-100.0
EA,2019,12,-19985,-33.31666
EA,2019,11,1803,2.389187
EA,2019,10,-17285,-100.0
EA,2019,8,2267,100.0
EA,2019,7,10000,100.0
EA,2019,2,-9027,-17.991749
EA,2018,12,-19500,-100.0
EA,2018,11,-18032,-85.99771
EA,2018,10,-28500,-41.60584
EA,2018,9,-23250,-29.561348
EA,2018,8,42061,24.860657
EA,2018,7,-15250,-19.639408
EA,2018,6,-10500,-100.0
EA,2018,5,48773,23.540342
EA,2018,4,-10500,-100.0
EA,2018,2,-835000,-62.11069
EA,2017,11,204,100.0
EA,2017,9,-22391,-29.301071
EA,2017,8,-165049,-98.5891
EA,2017,7,7313,7.1663055
EA,2017,3,-19000,-43.920483
EA,2017,2,94424,23.51816
EA,2017,1,-14000,-36.59174
EA,2016,12,-248781,-100.0
EA,2016,11,-37971,-39.74897
EA,2016,10,-41379,-81.25798
EA,2016,8,-1427152,-60.37686
EA,2016,7,13570,100.0
EA,2016,5,-345,-100.0
EA,2016,3,-13300,-100.0
EA,2016,2,-12551,-89.33732
EA,2016,1,-15300,-100.0
EA,2015,11,325,100.0
EA,2015,8,329,0.4235706
EA,2015,7,5069,100.0
EA,2015,6,620,1.4655825
EA,2015,5,-2043226,-23.5047
EA,2015,4,-3909,-100.0
EA,2015,3,-3909,-100.0
EA,2015,2,-92121,-25.527122
EA,2015,1,-81543,-39.036148
EA,2014,11,-12537,-91.66484
EA,2014,8,694,100.0
EA,2014,7,11200,100.0
EA,2014,5,267093,13.869247
EA,2014,3,8323,45.369312
EA,2014,2,-1299668,-63.22825
EA,2014,1,0,0.0
EA,2013,11,-7666,-7.4911566
EA,2013,10,-219874,-100.0
EA,2013,5,18058,13.693374
EA,2013,2,19998,23.579767
EA,2012,12,6332,46.327187
EA,2012,11,-148381,-89.45566
EA,2012,9,111438,36.350883
EA,2012,8,-82212,-77.295975
EA,2012,7,39166,100.0
EA,2012,5,1018,100.0
EFX,2022,11,-140,-100.0
EFX,2022,10,-40012,-96.75017
EFX,2022,9,182,100.0
EFX,2022,8,-754,-100.0
EFX,2022,7,115655,100.0
EFX,2022,6,171,100.0
EFX,2022,5,9429,38.610214
EFX,2022,4,-15000,-100.0
EFX,2022,3,-505,-100.0
EFX,2022,2,122417,33.44864
EFX,2021,12,10090,17.057749
EFX,2021,10,644,52.786884
EFX,2021,8,-17002,-18.902452
EFX,2021,7,-10279,-45.42803
EFX,2021,5,45664,18.068295
EFX,2021,3,13176,26.090055
EFX,2021,2,15301,35.42308
EFX,2020,11,1154,100.0
EFX,2020,9,-675,-100.0
EFX,2020,7,-34680,-100.0
EFX,2020,5,6882,100.0
EFX,2019,11,14260,53.520493
EFX,2019,10,-11655,-43.72538
EFX,2019,9,-895,-100.0
EFX,2019,5,1379,100.0
EFX,2019,3,-203,-100.0
EFX,2019,2,26296,57.63128
EFX,2018,9,-659,-100.0
EFX,2018,8,9422,24.423246
EFX,2018,7,63974,100.0
EFX,2018,5,55563,100.0
EFX,2018,4,1532,100.0
EFX,2018,3,2781,100.0
EFX,2018,2,6010,26.006058
EFX,2018,1,473,100.0
EFX,2017,12,1550,100.0
EFX,2017,8,-14706,-93.478264
EFX,2017,7,862,100.0
EFX,2017,5,2486,100.0
EFX,2017,2,-19901,-4.570624
EFX,2017,1,1944,100.0
EFX,2016,12,-10775,-100.0
EFX,2016,11,1625,17.711172
EFX,2016,10,3941,78.678375
EFX,2016,5,1250,100.0
EFX,2016,2,-9016,-3.5651019
EFX,2016,1,470,100.0
EFX,2015,5,-7150,-16.018461
EFX,2015,4,0,0.0
EFX,2015,2,-58559,-13.18733
EFX,2014,11,-272,-100.0
EFX,2014,5,15906,2.7736025
EFX,2014,4,-75246,-100.0
EFX,2014,2,96141,26.07263
EFX,2013,11,2685,100.0
EFX,2013,10,766,31.470829
EFX,2013,5,6900,5.0854955
EFX,2013,4,-298,-2.0842075
EFX,2013,2,23589,54.116863
EFX,2012,12,-22666,-6.5070105
EFX,2012,10,1188,42.24751
EFX,2012,8,-10700,-11.259365
EFX,2012,5,5388,100.0
EFX,2011,5,6454,100.0
EFX,2011,2,-53799,-50.774372
EFX,2011,1,-1157,-100.0
EFX,2010,11,0,0.0
EFX,2010,2,-32365,-23.141163
F,2022,9,21832,0.41508576
F,2022,8,3322,5.050474
F,2022,6,10083,100.0
F,2022,5,209005,48.066242
F,2022,3,1978589,40.50229
F,2022,2,54166,28.760607
F,2021,12,2320296,68.95406
F,2021,11,210250,36.418026
F,2021,10,-30000,-100.0
F,2021,8,7910,100.0
F,2021,6,-38824,-30.179878
F,2021,5,34356,56.445305
F,2021,3,924976,37.68847
F,2021,2,-12217,-10.721651
F,2020,11,0,0.0
F,2020,8,5544,0.9086439
F,2020,7,0,0.0
F,2020,5,554931,45.774414
F,2020,4,194950,100.0
F,2019,12,-20000,-100.0
F,2019,11,-5126,-10.9548645
F,2019,10,-40000,-44.444443
F,2019,9,-20000,-100.0
F,2019,7,-20000,-100.0
F,2019,6,-20000,-100.0
F,2019,5,78661,39.27532
F,2019,3,567761,41.889587
F,2018,11,0,0.0
F,2018,10,4000,100.0
F,2018,9,-13000,-100.0
F,2018,8,10000,100.0
F,2018,5,147215,55.221294
F,2018,3,1298844,50.24328
F,2018,2,5000,100.0
F,2017,9,-177815,-74.7703
F,2017,8,-80624,-100.0
F,2017,3,1254809,41.909348
F,2016,12,14354,29.685238
F,2016,11,-10000,-100.0
F,2016,10,-82000,-100.0
F,2016,3,1316087,18.31925
F,2016,2,6000,100.0
F,2015,6,-140000,-100.0
F,2015,5,62651,71.05302
F,2015,3,613971,27.613525
F,2015,2,29923,3.0363176
F,2015,1,10973,100.0
F,2014,11,2500,100.0
F,2014,6,-217703,-100.0
F,2014,5,113841,9.497427
F,2014,3,583478,37.85996
F,2014,2,0,0.0
F,2013,11,2500,100.0
F,2013,6,51022,9.2595215
F,2013,4,1826,100.0
F,2013,3,549193,29.41172
F,2013,2,0,0.0
F,2012,12,131733,24.778936
F,2012,11,0,0.0
F,2012,10,-7918,-6.723845
F,2012,9,9244,1.5250753
F,2012,8,1109103,41.428387
F,2012,7,45344,50.778294
F,2011,3,6186194,41.537457
F,2011,2,164,100.0
F,2011,1,40280,2.87052
F,2010,12,39114,7.1588063
F,2010,11,30732,2.1647131
F,2010,3,788874,42.351513
F,2010,2,-44008,-100.0
F,2010,1,-21499,-1.2618539
GME,2022,10,-1347,-100.0
GME,2022,7,287839,98.91137
GME,2022,6,7000,100.0
GME,2022,3,104517,98.153694
GME,2021,10,72455,100.0
GME,2021,7,72678,100.0
GME,2021,6,-119198,-93.58111
GME,2021,4,-1034679,-90.202614
GME,2021,3,-88051,-93.72212
GME,2021,2,5802,100.0
GME,2021,1,-1038619,-100.0
GME,2020,12,1226400,100.0
GME,2020,7,-19326,-100.0
GME,2020,6,2304021,99.36072
GME,2020,5,-40515,-100.0
GME,2020,4,-76631,-56.49962
GME,2020,3,-76452,-100.0
GME,2019,9,20000,100.0
GME,2019,3,-55277,-100.0
GME,2019,2,-4894,-100.0
GME,2018,8,-27034,-59.817677
GME,2018,6,211460,100.0
GME,2018,4,-67732,-100.0
GME,2018,2,46980,100.0
GME,2017,8,-1138,-100.0
GME,2017,3,464618,89.63196
GME,2017,2,-894,-100.0
GME,2017,1,-4000,-100.0
GME,2016,10,-8644,-100.0
GME,2016,3,-39783,-100.0
GME,2016,2,347661,70.17798
GME,2016,1,-3231,-100.0
GME,2015,10,-20477,-100.0
GME,2015,9,-5000,-100.0
GME,2015,6,26604,88.08105
GME,2015,4,-22976,-100.0
GME,2015,3,-98481,-11.34677
GME,2015,2,-88121,-26.747507
GME,2015,1,-7014,-100.0
GME,2014,12,-26299,-55.99702
GME,2014,10,31500,26.58228
GME,2014,6,66320,26.924326
GME,2014,4,-16975,-72.151146
GME,2014,3,264230,89.197586
GME,2014,2,-88110,-100.0
GME,2014,1,-8100,-100.0
GME,2013,12,-25520,-13.465597
GME,2013,11,-24310,-100.0
GME,2013,10,-22580,-100.0
GME,2013,7,-60,-100.0
GME,2013,4,-8327,-100.0
GME,2013,2,95492,86.47444
GME,2012,11,100000,33.333332
GME,2012,9,-50000,-100.0
GME,2012,7,49134,100.0
GME,2012,6,6540,100.0
GME,2012,2,4800,100.0
GME,2011,4,0,0.0
GME,2011,2,-4032161,-91.01202
GME,2010,10,-36800,-24.083769
GME,2010,2,352704,61.248646
GOOG,2022,8,-570199,-33.333332
GOOG,2022,7,-3827,-62.29855
GOOG,2022,6,-117,-100.0
GOOG,2022,5,-38281,-33.70192
GOOG,2022,4,-88735,-34.729263
GOOG,2022,3,-7934,-32.48976
GOOG,2022,2,-77337,-27.716076
GOOG,2022,1,-31962,-8.0926695
GOOG,2021,12,-107074,-31.608187
GOOG,2021,11,-155410,-34.186096
GOOG,2021,10,-92086,-35.572296
GOOG,2021,9,-2497,-20.0
GOOG,2021,8,-116260,-34.575672
GOOG,2021,7,-76978,-35.31976
GOOG,2021,6,-97400,-33.959763
GOOG,2021,5,-83469,-33.353313
GOOG,2021,4,8114,49.828053
GOOG,2021,3,-27299,-46.705673
GOOG,2021,2,-1570,-33.938606
GOOG,2021,1,1069,67.190445
GOOG,2020,12,-16576,-36.789772
GOOG,2020,11,-9980,-20.800333
GOOG,2020,10,-82,-100.0
GOOG,2020,9,-9248,-33.151707
GOOG,2020,8,2778,69.24227
GOOG,2020,7,1793,80.80216
GOOG,2020,6,-92,-100.0
GOOG,2020,5,-13490,-33.482254
GOOG,2020,4,-94,-100.0
GOOG,2020,2,0,0.0
GOOG,2019,12,102158,38.18648
GOOG,2019,11,-11245,-7.837602
GOOG,2019,10,-135,-3.920999
GOOG,2019,7,315,100.0
GOOG,2019,3,-1715,-39.307816
GOOG,2019,2,-5351,-31.15575
GOOG,2019,1,-84086,-31.903688
GOOG,2018,12,-88348,-48.70503
GOOG,2018,11,-73918,-43.601208
GOOG,2018,10,-208427,-35.949635
GOOG,2018,9,-36675,-44.868423
GOOG,2018,8,-37467,-59.22232
GOOG,2018,7,-20296,-53.220055
GOOG,2018,6,-3869,-16.797638
GOOG,2018,5,-35463,-37.428364
GOOG,2018,4,-35153,-29.80457
GOOG,2018,3,80275,74.8827
GOOG,2018,2,-17964,-44.113747
GOOG,2018,1,-53,-59.55056
GOOG,2017,11,-12236,-100.0
GOOG,2017,9,-20948,-37.27137
GOOG,2017,8,-20904,-34.26099
GOOG,2017,7,-7781,-39.753742
GOOG,2017,5,-13355,-100.0
GOOG,2017,3,-7405,-33.044758
GOOG,2017,2,-146828,-32.712044
GOOG,2017,1,-50070,-32.486828
GOOG,2016,12,-232125,-22.501955
GOOG,2016,11,-530380,-43.909554
GOOG,2016,10,-109999,-35.161087
GOOG,2016,9,-17980,-34.612865
GOOG,2016,8,-89370,-100.0
GOOG,2016,7,1008,100.0
GOOG,2016,3,-455158,-54.387226
GOOG,2016,2,-80809,-6.723869
GOOG,2016,1,-38189,-33.212734
GOOG,2015,12,-27106,-44.302433
GOOG,2015,11,-4619,-97.058205
GOOG,2015,10,-5056,-97.41811
GOOG,2015,9,-5269,-97.41172
GOOG,2015,8,-5080,-88.87334
GOOG,2015,7,-5276,-77.406105
GOOG,2015,6,-148946,-23.68915
GOOG,2015,5,-492347,-42.889275
GOOG,2015,4,-166535,-31.93905
GOOG,2015,3,-195287,-34.0011
GOOG,2015,2,-164681,-21.084215
GOOG,2015,1,-177592,-34.47063
GOOG,2014,12,-22137,-41.995335
GOOG,2014,11,29792,37.50346
GOOG,2014,10,-9247,-45.85668
GOOG,2014,9,-7306,-97.83074
GOOG,2014,8,-7254,-97.73646
GOOG,2014,7,-7156,-97.73286
GOOG,2014,6,-260728,-39.83098
GOOG,2014,5,-266985,-41.60025
GOOG,2014,4,-176011,-32.29447
GOOG,2014,3,-40021,-8.983249
GOOG,2014,2,-32749,-4.2061987
GOOG,2014,1,113614,20.254505
GOOG,2013,12,-35579,-5.9325128
GOOG,2013,11,-124526,-17.160805
GOOG,2013,10,152580,14.94227
GOOG,2013,9,-6450,-39.726532
GOOG,2013,8,0,0.0
GOOG,2013,7,397,4.208629
GOOG,2013,6,0,0.0
GOOG,2013,5,-1000,-9.620935
GOOG,2013,4,-1000,-8.533879
GOOG,2013,3,-16021,-2.9666266
GOOG,2013,2,-17331,-3.1845403
GOOG,2013,1,-3499,-0.8185312
GOOG,2012,12,-28153,-3.4928198
GOOG,2012,11,45112,2.8829134
GOOG,2012,10,-41427,-5.5050077
GOOG,2012,9,-107977,-12.154193
GOOG,2012,8,-208789,-19.974094
GOOG,2012,7,71740,7.63185
GOOG,2012,6,0,0.0
GOOG,2012,5,0,0.0
GOOG,2012,4,0,0.0
GOOG,2012,3,0,0.0
GOOG,2012,2,0,0.0
GOOG,2012,1,0,0.0
GOOG,2011,9,0,0.0
GOOG,2011,8,0,0.0
GOOG,2011,7,658,100.0
GOOG,2011,6,0,0.0
GOOG,2011,5,0,0.0
GOOG,2011,4,0,0.0
GOOG,2011,3,-4193,-0.9650639
GOOG,2011,2,156204,15.6109705
GOOG,2011,1,-717,-0.17898645
GOOG,2010,12,0,0.0
GOOG,2010,11,-4066,-6.732011
GOOG,2010,10,0,0.0
GOOG,2010,9,-4780,-1.8409398
GOOG,2010,8,0,0.0
GOOG,2010,3,-20735,-5.2177043
GOOG,2010,2,-908,-0.25988448
GOOG,2010,1,-5787,-39.01436
HD,2022,9,-4939,-100.0
HD,2022,8,-12650,-100.0
HD,2022,5,8560,15.622719
HD,2022,3,21862,68.45138
HD,2022,2,54766,36.68136
HD,2021,12,-620,-100.0
HD,2021,11,395,0.33754626
HD,2021,8,-4691,-3.2451766
HD,2021,5,795,1.1866204
HD,2021,3,24034,67.3259
HD,2021,2,28970,28.627048
HD,2020,12,83,100.0
HD,2020,11,-20822,-6.700391
HD,2020,9,-24412,-29.751865
HD,2020,8,0,0.0
HD,2020,5,0,0.0
HD,2019,12,-11363,-4.3001432
HD,2019,11,873,61.78344
HD,2019,3,18205,59.159004
HD,2019,2,13768,12.754289
HD,2019,1,-54955,-100.0
HD,2018,12,-2603,-22.053715
HD,2018,11,949,0.3320655
HD,2018,9,-4980,-100.0
HD,2018,8,-20014,-25.550222
HD,2018,5,-10000,-12.33076
HD,2018,3,33503,100.0
HD,2018,2,13202,27.109943
HD,2017,9,-4628,-6.743603
HD,2017,8,-24298,-30.728956
HD,2017,3,30164,61.401295
HD,2017,2,23704,2.9512393
HD,2017,1,-16765,-100.0
HD,2016,12,-11000,-100.0
HD,2016,11,11075,9.238636
HD,2016,3,47063,29.063972
HD,2016,2,33932,22.593618
HD,2015,6,0,0.0
HD,2015,5,-49735,-39.670258
HD,2015,3,4792,2.0600297
HD,2015,2,49566,10.163174
HD,2014,11,0,0.0
HD,2014,6,350,100.0
HD,2014,5,-14916,-100.0
HD,2014,3,-26611,-1.6788946
HD,2014,2,122271,41.57025
HD,2013,12,-15000,-100.0
HD,2013,11,-47945,-21.935463
HD,2013,5,0,0.0
HD,2013,3,-1894,-1.8627431
HD,2013,2,61143,38.811836
HD,2012,12,5000,6.562541
HD,2012,11,-114374,-22.414232
HD,2012,9,-23700,-16.359043
HD,2012,8,0,0.0
HD,2012,5,20650,100.0
HD,2011,3,124001,43.889343
HD,2011,2,262806,27.971357
HD,2010,8,-11000,-100.0
HD,2010,3,-7739122,-94.2225
HD,2010,2,-5877,-100.0
INTC,2022,10,-11705,-7.569242
INTC,2022,9,-3179,-8.85392
INTC,2022,8,-25220,-11.362408
INTC,2022,7,211466,100.0
INTC,2022,6,6586,33.70522
INTC,2022,5,52712,58.709793
INTC,2022,3,6586,33.70177
INTC,2022,2,7577,7.8973975
INTC,2022,1,76793,41.478565
INTC,2021,12,5169,24.662436
INTC,2021,11,24175,25.675747
INTC,2021,10,104771,87.20089
INTC,2021,8,11518,19.604439
INTC,2021,7,19841,34.415707
INTC,2021,6,6586,33.70177
INTC,2021,5,24399,31.789814
INTC,2021,4,21091,34.375355
INTC,2021,3,156764,100.0
INTC,2021,2,-53211,-38.423656
INTC,2021,1,185968,94.41342
INTC,2020,11,1377,33.692196
INTC,2020,10,23576,43.512604
INTC,2020,9,-4400,-100.0
INTC,2020,8,1756,28.674068
INTC,2020,7,28858,26.216433
INTC,2020,6,-5000,-58.099
INTC,2020,5,7716,74.007286
INTC,2020,4,22026,34.240143
INTC,2019,12,-5207,-13.306585
INTC,2019,11,131577,52.216618
INTC,2019,10,81834,32.558308
INTC,2019,2,11518,18.159172
INTC,2019,1,10021,63.11646
INTC,2018,12,5263,100.0
INTC,2018,11,10742,49.525127
INTC,2018,10,65930,33.74968
INTC,2018,9,8551,33.703835
INTC,2018,8,4636,20.595291
INTC,2018,7,34516,32.020336
INTC,2018,5,-87530,-89.0365
INTC,2018,4,4238,34.404938
INTC,2018,2,54036,43.38568
INTC,2018,1,13639,72.8618
INTC,2017,12,-13600,-100.0
INTC,2017,11,1200,32.345013
INTC,2017,10,-85525,-85.44895
INTC,2017,8,8319,27.244146
INTC,2017,7,-28718,-8.17157
INTC,2017,2,172828,24.58694
INTC,2017,1,473,0.45669153
INTC,2016,12,-11607,-7.911904
INTC,2016,11,-26258,-19.915659
INTC,2016,10,-21894,-5.655669
INTC,2016,7,13517,1.4732345
INTC,2016,3,-7485,-9.7602005
INTC,2016,2,42588,15.394626
INTC,2016,1,15966,2.2825463
INTC,2015,10,-15265,-32.551445
INTC,2015,6,-47394,-10.520591
INTC,2015,5,1509,31.761734
INTC,2015,4,36748,15.411068
INTC,2015,2,151942,21.487745
INTC,2015,1,118773,5.945853
INTC,2014,10,-37290,-9.032205
INTC,2014,6,-10300,-0.9442767
INTC,2014,5,989,18.763042
INTC,2014,4,22226,8.638905
INTC,2014,3,-52004,-23.760874
INTC,2014,2,197116,27.268904
INTC,2014,1,51849,2.7257485
INTC,2013,12,-15719,-8.554884
INTC,2013,11,0,0.0
INTC,2013,10,21494,1.1677003
INTC,2013,5,-10960,-3.3503091
INTC,2013,4,-15923,-8.456681
INTC,2013,3,1019,32.380043
INTC,2013,2,233746,31.761385
INTC,2013,1,68238,31.435364
INTC,2012,12,-148867,-97.27771
INTC,2012,11,-13866,-76.8881
INTC,2012,10,48185,27.872095
INTC,2012,9,1133,37.355755
INTC,2012,8,-94262,-50.609383
INTC,2012,7,-1116,-0.3360474
INTC,2011,3,1133,37.355755
INTC,2011,2,1134,37.3764
INTC,2011,1,16903,46.280426
INTC,2010,12,1133,37.355755
INTC,2010,11,1134,37.3764
INTC,2010,10,1133,37.355755
INTC,2010,3,0,0.0
INTC,2010,2,-1288,-100.0
INTC,2010,1,11169,100.0
JNJ,2022,11,-3932,-16.551607
JNJ,2022,10,-163584,-33.333332
JNJ,2022,9,900,100.0
JNJ,2022,6,-39180,-32.428406
JNJ,2022,5,0,0.0
JNJ,2022,4,0,0.0
JNJ,2022,3,-3770,-5.003982
JNJ,2022,2,146032,40.138973
JNJ,2022,1,111053,21.286959
JNJ,2021,12,-12640,-55.830387
JNJ,2021,6,-912,-100.0
JNJ,2021,2,135123,41.49982
JNJ,2020,11,-20950,-100.0
JNJ,2020,9,2750,7.861635
JNJ,2020,7,-29000,-100.0
JNJ,2019,12,5000,55.34647
JNJ,2019,2,66571,40.410965
JNJ,2018,12,-9926,-2.8294358
JNJ,2018,11,0,0.0
JNJ,2018,9,-7899,-100.0
JNJ,2018,8,-142,-0.24422964
JNJ,2018,2,24589,32.299973
JNJ,2017,7,0,0.0
JNJ,2017,2,148429,36.424026
JNJ,2016,10,875,100.0
JNJ,2016,2,25546,36.995308
JNJ,2016,1,9474,47.761646
JNJ,2015,11,-650,-100.0
JNJ,2015,6,2500,100.0
JNJ,2015,4,41433,9.96146
JNJ,2015,3,0,0.0
JNJ,2015,2,73127,36.177307
JNJ,2015,1,43833,46.03968
JNJ,2014,12,9521,28.121216
JNJ,2014,11,0,0.0
JNJ,2014,5,-1000,-2.2222223
JNJ,2014,4,511,20.36668
JNJ,2014,3,7350,8.919686
JNJ,2014,1,35657,45.09149
JNJ,2013,12,8844,25.50173
JNJ,2013,11,-4000,-100.0
JNJ,2013,10,3043,25.030846
JNJ,2013,5,-7429,-100.0
JNJ,2013,2,29733,34.8288
JNJ,2012,12,-126472,-87.385994
JNJ,2012,11,-15200,-54.676258
JNJ,2012,10,1719,3.326174
JNJ,2012,9,3008,0.43627208
JNJ,2012,8,17,100.0
JNJ,2012,7,8078,73.75822
JNJ,2012,6,36,100.0
JNJ,2011,2,59937,54.22053
JNJ,2011,1,16136,100.0
JNJ,2010,12,895,8.593375
JNJ,2010,11,-4691,-17.829044
JNJ,2010,10,-35735,-100.0
JNJ,2010,9,-1600,-100.0
JNJ,2010,3,-317,-100.0
JNJ,2010,2,71140,58.64895
JNJ,2010,1,226,100.0
KO,2022,10,33200,100.0
KO,2022,7,-31610,-84.48709
KO,2022,5,-143924,-33.333332
KO,2022,4,3845,0.70946324
KO,2022,3,-91915,-26.108137
KO,2022,2,298960,25.965544
KO,2022,1,5584,1.1726559
KO,2021,12,1910,3.0740013
KO,2021,11,-35206,-38.631027
KO,2021,8,-12861,-28.686459
KO,2021,7,2001,1.9034121
KO,2021,6,0,0.0
KO,2021,5,-212620,-100.0
KO,2021,4,-117810,-66.25612
KO,2021,3,-20501,-14.591355
KO,2021,2,-101886,-14.3816185
KO,2021,1,0,0.0
KO,2020,8,-100000,-57.120663
KO,2020,7,-900000,-100.0
KO,2019,12,3430,1.8640494
KO,2019,10,5184,4.881356
KO,2019,2,203909,51.580093
KO,2018,11,311128,10.756935
KO,2018,10,0,0.0
KO,2018,8,73512,5.056249
KO,2018,7,551653,18.025831
KO,2018,2,452410,12.549696
KO,2017,12,-31967,-100.0
KO,2017,8,31626,1.6762192
KO,2017,7,-7700,-1.9625235
KO,2017,3,0,0.0
KO,2017,2,644937,56.720844
KO,2016,11,-121313,-33.800114
KO,2016,3,25100,0.78895485
KO,2016,2,23369,18.450619
KO,2015,7,-59,-100.0
KO,2015,6,59,100.0
KO,2015,5,-1076,-51.830444
KO,2015,3,62234,9.560253
KO,2015,2,22183,3.7153533
KO,2014,12,0,0.0
KO,2014,11,-9140,-100.0
KO,2014,10,0,0.0
KO,2014,6,2181,10.396111
KO,2014,5,-4698,-0.89544046
KO,2014,4,-22024,-50.39356
KO,2014,3,4368,2.1728532
KO,2014,2,-480499,-70.48861
KO,2013,11,-193,-0.1047814
KO,2013,10,-1028,-15.509957
KO,2013,4,0,0.0
KO,2013,3,-1660,-0.10383696
KO,2013,2,479400,53.506138
KO,2012,11,-142600,-34.729664
KO,2012,10,-187900,-100.0
KO,2012,9,0,0.0
KO,2012,8,-27548,-37.45581
KO,2012,7,2226,0.8720042
KO,2012,5,0,0.0
KO,2012,2,-14460,-7.927023
KO,2011,12,-434189,-100.0
KO,2011,4,-420088,-100.0
KO,2011,3,-12948,-23.671799
KO,2011,2,766320,90.690475
KO,2011,1,-53338,-28.57403
KO,2010,12,-166239,-100.0
KO,2010,11,-3500,-33.333332
KO,2010,10,-2000,-0.3516941
KO,2010,3,154905,100.0
KO,2010,2,323182,100.0
KO,2010,1,0,0.0
LLY,2022,11,-140079,-100.0
